date,AAPL,AMD,AMZN,AXISBANK.NS,BAC,BAJFINANCE.NS,GOOGL,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,JPM,LT.NS,META,MSFT,NVDA,ONGC.NS,RELIANCE.NS,SBIN.NS,TCS.NS,TITAN.NS,TSLA,WIPRO.NS
2023-08-09,-1.481723,-2.143678,-1.514607,-0.210084,-1.153103,-1.036809,-1.519064,0.280474,-0.15124,-0.531993,-0.230781,0.751447,1.392729,-0.985072,0.629985,-2.451423,-1.298738,-3.884893,2.047873,0.812418,-0.217391,-0.069263,1.090968,-3.459956,0.553547
2023-08-10,-0.841316,-0.961365,-0.366729,-0.870253,-0.225733,0.616898,-1.241246,-0.499996,-0.680008,-0.484498,-0.766817,-0.179649,-1.558077,-0.531162,0.128779,-0.714429,-0.947794,0.540798,0.308808,0.455455,-0.017425,-0.228983,1.032794,-0.024449,0.371611
2023-08-11,0.26505,-1.175929,0.735087,-0.031999,1.590915,-1.16534,0.699513,0.987065,-1.196288,-1.309663,-1.095085,-1.447559,-1.134611,0.927921,-0.134367,-0.307364,0.234185,-2.146056,-0.95025,0.580464,-0.225908,0.311217,0.962021,0.363978,-1.337634
2023-08-14,0.837223,4.899301,1.641362,0.529413,-0.38647,-0.311791,1.499345,0.029896,-0.006206,1.251101,1.111695,1.581811,0.10028,0.755162,0.868407,1.731009,0.824541,8.069452,-1.111111,1.506499,-2.120608,0.265939,-0.321161,1.722528,0.459769
2023-08-16,-0.316151,-2.634203,-1.545299,-0.309848,-1.546215,-0.178725,0.0,0.119075,1.459161,0.734021,0.214782,0.545786,-0.1663,-0.272247,0.826154,-1.968689,-0.124686,-2.322553,1.559841,0.946684,1.172152,0.243475,0.202998,-1.06131,1.086563
2023-08-17,-1.772609,-2.954841,-1.092582,0.064103,-0.543478,-1.378203,0.092446,-0.012748,-0.018774,-0.366297,-0.553842,-0.595067,-1.999998,-1.491251,-1.432528,-2.716257,-1.141824,-1.423697,-0.531616,-1.133579,1.131246,-0.557164,1.780981,-3.025744,-0.262751
2023-08-18,1.27104,2.978511,1.215625,0.877147,0.241046,-0.455495,-0.817054,0.059672,0.201565,0.894511,0.290115,-1.061473,0.14739,0.894011,-0.303775,1.512383,0.632777,1.557409,-1.322821,1.009385,0.517546,-1.258062,-0.656228,0.639833,-0.807126
2023-08-21,0.439818,1.902076,0.702847,0.889638,-0.239561,3.634764,0.935678,0.537111,-0.687285,0.313142,0.473335,1.126104,1.312215,-0.113597,0.772182,2.275527,1.242416,5.558052,0.427838,-0.785447,-0.218169,0.789627,0.89479,4.391783,0.679946
2023-08-22,0.096012,-3.418645,-0.614452,0.335484,-2.368687,0.268047,0.443551,-0.211506,-0.855077,-0.303079,-0.460061,-0.067627,1.169263,-1.929512,0.404799,-1.692012,-0.93395,-5.125167,0.056797,0.099329,-0.69869,-0.525003,-0.30308,-2.938605,0.506026
2023-08-23,1.456414,3.57785,0.758367,1.793139,0.0,0.231693,1.682288,-0.875976,0.41772,-0.036891,1.346958,-0.568506,-1.130378,0.696952,1.042927,1.989598,0.982025,2.72533,-0.847458,-0.079233,1.033279,0.302538,-0.182081,3.278976,-0.479329
2023-08-24,-2.374491,-8.337831,-3.343107,-0.350326,0.774652,-0.175525,-3.113101,-1.488704,-0.878679,-0.145068,-0.365037,0.14773,0.066579,-0.183054,-2.160149,-3.936348,-3.869612,-6.079738,-1.367518,-2.366229,-0.207561,-0.59419,-0.471437,-3.611837,-1.444773
2023-08-25,0.693424,1.067512,0.596356,0.934289,-0.488825,1.356293,0.262476,-0.948502,-0.828811,-0.134396,0.773666,0.502475,-1.674431,-0.156162,-1.458479,-0.220181,0.46972,-2.114353,0.924316,0.502854,-0.670961,0.186668,0.399344,3.147291,-0.073168
2023-08-28,0.055531,-0.831159,-0.478397,1.030511,0.243986,0.147406,-0.228469,-0.740264,1.040666,-0.362575,0.061856,-0.313355,-0.808988,-0.006783,1.57525,0.784726,-0.601852,0.759435,0.057105,-1.142799,0.008727,-0.543605,-0.82791,-1.550002,-0.826352
2023-08-29,2.459654,3.731268,1.147098,-0.959402,0.969196,0.597934,1.761949,0.316321,0.037749,-1.279847,-0.570224,-0.445925,-0.643417,0.710844,0.330257,3.260796,2.028706,4.538636,0.056942,-1.292794,0.209178,-0.14493,0.899423,7.796123,-0.378369
2023-08-30,1.465335,1.129027,0.103768,0.035603,-0.616011,-0.790333,0.816149,0.385935,-1.574239,0.2296,-1.190168,0.57113,0.408163,-0.309508,-0.51231,-0.696573,0.036509,0.448579,0.028459,-0.5736,-1.612621,-0.207476,0.071427,1.062155,-0.682924
2023-08-31,0.01597,-0.442604,2.184212,-0.845385,-0.898722,-1.607145,0.117641,-0.623143,-0.478154,-1.06633,-0.130208,0.020899,-0.744919,-1.301762,-0.636031,0.030435,-0.437425,-0.050631,-0.938572,-0.660338,-1.396454,-1.299616,0.440004,0.820373,0.098038
2023-09-01,-0.015831,2.289717,-0.960857,1.73467,0.764949,2.121073,-1.309474,1.091223,0.235516,-0.00998,1.233147,0.901501,0.238633,0.4997,-0.291509,-0.998761,-0.799853,-2.51799,4.214453,0.253469,1.217341,0.392155,0.155854,-4.761725,2.059074
2023-09-05,0.754195,1.633026,-0.333981,-0.405906,-1.002076,0.852674,0.243652,-0.097025,-0.849912,-0.117528,0.446017,0.948807,0.956939,-1.331888,0.457635,1.053803,1.382975,0.673954,-0.21798,0.148764,-0.451698,0.273395,0.517625,4.689792,-0.906375
2023-09-06,-2.914008,-1.157741,-0.70423,-1.670999,-0.035212,0.991073,-1.146888,-0.32262,1.185943,0.399851,-0.524647,-0.300295,0.788371,0.179689,-0.348542,-0.841861,-0.149979,-2.848829,-1.000536,0.313901,-0.653026,-0.119397,1.272265,-1.262053,-1.025939
2023-09-07,1.358605,0.423965,2.949972,1.362626,-0.985571,-0.227641,1.250092,1.292407,0.962079,-0.101596,0.861709,-0.299199,-0.646167,-0.284468,4.149283,0.224837,-0.416555,1.572761,-1.756757,0.425323,1.94542,0.71266,-0.006302,2.619659,0.674496
