date,AAPL,AMD,AMZN,AXISBANK.NS,BAC,BAJFINANCE.NS,GOOGL,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,JPM,LT.NS,META,MSFT,NVDA,ONGC.NS,RELIANCE.NS,SBIN.NS,TCS.NS,TITAN.NS,TSLA,WIPRO.NS
2023-10-09,1.232966,0.905574,1.61622,0.145759,2.13509,-0.917669,1.080762,1.100322,-0.768979,1.058352,-0.175488,0.720181,-0.113389,0.772658,-0.009758,1.875195,1.561203,0.961152,-0.656095,-0.426762,-0.493201,-0.18381,-0.825567,1.707734,0.346362
2023-10-10,0.162826,1.414089,0.512334,1.235121,1.503193,0.355057,-0.317691,0.49779,0.282788,0.159223,1.148446,0.758137,0.896806,0.15816,0.069942,0.852344,-0.776522,1.077023,0.658254,0.0802,0.792168,-0.306318,-0.783006,2.277399,0.332187
2023-10-11,0.897871,-0.760493,1.610911,0.009811,-0.552078,-0.464996,1.421562,-1.611376,0.620874,1.510902,-0.188507,-0.173679,0.234798,-0.245717,-0.042073,1.489117,0.365334,1.320462,-0.623641,1.322133,-1.432409,-1.098633,-0.279659,-1.205868,2.970659
2023-10-12,0.355417,0.359778,0.121059,-0.347357,-0.259547,-1.362462,-1.474656,-1.706827,0.895124,0.078278,0.14693,-1.769557,0.233512,-0.334932,-0.395928,-1.170731,0.178478,0.359149,0.682314,0.236782,-0.803995,-0.907691,-0.212637,-1.540399,-1.102547
2023-10-13,-1.416598,-3.276581,-2.398859,-1.481666,-2.442581,0.651282,-1.449278,3.707682,-0.275974,0.642365,0.14211,1.861212,-0.333443,-0.3367,0.712252,-2.732358,-1.398999,-3.19208,0.216799,0.397438,-0.276932,1.157227,-0.038052,-3.005021,-0.206362
2023-10-16,1.114569,0.986531,1.423216,1.494948,-0.625921,-0.103181,0.67309,0.605703,-0.124063,-0.066404,0.305748,0.14315,0.212059,-1.070586,0.095192,0.787716,0.480298,2.29013,-0.744876,-0.04051,-0.06076,-1.176387,0.529839,1.547688,-0.194644
2023-10-17,0.283046,1.545295,0.828286,-0.079297,2.107215,0.16089,0.786263,-0.136836,-0.935243,-0.084046,-0.157002,0.152748,0.811474,-0.027112,-1.40197,1.829156,0.749416,-0.14091,-0.40107,-0.031834,-0.216375,-0.65014,-0.286321,1.89924,-0.072873
2023-10-18,0.148078,-1.170438,-1.362578,-1.698022,-0.835154,-2.278878,-1.068476,-0.669018,-1.39177,-0.848234,-0.574169,-0.100551,-0.57237,-0.463874,-0.751138,-1.37528,-0.715812,-0.927427,-0.558512,-1.326823,-0.882731,-0.676445,-0.799285,-3.965178,-0.37897
2023-10-19,-0.329463,-1.358247,-1.661954,1.194244,-1.064224,-0.02231,-0.541516,0.043411,0.634378,0.914855,-0.026709,0.529419,0.144522,-0.130604,0.951871,-2.210206,-0.249883,-1.65845,0.161292,-0.253032,0.245705,-0.399196,0.448009,-2.584641,0.854695
2023-10-20,-1.386112,-0.459524,-2.249125,-0.874623,-1.828357,-0.522409,-1.259736,0.527155,1.182727,-0.986115,0.080472,-0.192308,-1.505619,-1.120572,-0.907905,-1.747635,-1.522365,-1.20076,-0.427809,-0.039126,-1.1932,1.279566,-0.197087,-2.313252,-0.810019
2023-10-23,1.222864,-0.793568,1.548584,-1.602042,-2.143129,-0.014101,1.081166,-0.909453,-1.145386,-0.42101,-1.279192,-1.18897,-0.479453,-1.357215,-1.48851,1.457192,1.182907,4.234879,-0.591552,-1.170308,-1.802515,-1.809677,-0.814797,0.990477,-1.970068
2023-10-25,-0.453804,-4.341765,-3.689306,-0.473957,0.669819,-1.339292,-1.989703,-0.178684,-1.610782,0.090907,-1.074457,-2.069332,-0.96132,-0.120946,-1.449811,-3.37742,-1.260789,-3.730586,-0.27049,0.351099,-0.429639,-0.011795,-0.875308,-1.602745,-0.663368
2023-10-26,-2.042611,-2.416918,-0.878718,1.678869,2.471562,-2.666197,-0.803113,1.38272,-1.867559,0.625758,-0.617955,0.324704,1.117452,0.715512,-1.424635,-2.254235,-3.714687,-3.648485,-1.416897,-1.088405,-0.806966,-0.929323,-1.884286,-2.631087,-0.145192
2023-10-27,0.784853,0.657617,1.220286,2.321429,-3.452243,-0.036621,-0.577799,2.562648,-0.023816,0.597819,-0.354803,1.224651,-0.13814,-2.346164,1.300333,0.764059,-0.187633,-1.531731,2.071823,1.151788,2.027277,0.028357,0.827109,-1.566953,0.870602
2023-10-30,0.751384,0.041607,2.304969,-1.351283,1.461299,-0.036642,1.014528,-0.413386,1.49325,0.319705,1.737988,-0.239064,-0.943501,0.718261,0.93647,1.193623,1.169729,0.1801,2.054056,1.693052,0.390766,0.85224,0.368758,-5.695718,-0.520833
2023-10-31,0.838499,2.348298,0.256118,-1.618239,2.331004,-1.019177,-0.78362,0.314465,-1.828457,0.558661,-1.501131,-0.836982,-0.372097,0.980314,-0.030714,-0.672582,-0.218392,0.815817,-1.612052,-1.722513,-0.255734,-0.889968,2.245474,2.40669,-0.365351
2023-11-01,1.736843,9.596266,2.269329,-0.618703,-0.151289,-0.639627,1.91827,-1.644535,0.83775,-0.513078,0.027358,-1.376499,-0.441858,-0.222619,-1.769323,3.312904,1.8482,3.524611,0.295462,0.360396,0.026494,-0.725785,-0.640299,0.793967,-0.755502
2023-11-02,1.16796,-0.120412,-0.475736,0.506136,3.40697,-1.074373,-0.724187,0.58452,-0.555556,0.47677,-0.010866,0.010951,0.255784,0.949391,-0.575806,-2.026471,0.311029,0.410823,-0.427809,0.270101,0.175101,0.505508,0.046875,2.601302,-0.039081
2023-11-03,1.383143,2.934431,-0.280595,0.289044,0.923296,-1.547551,0.84362,-1.274753,-0.285618,0.490589,0.565398,0.65215,0.103969,0.569659,-0.775392,0.655901,0.906668,2.237621,1.794806,-0.322276,0.373268,-0.919577,2.163708,-0.538091,-0.634718
2023-11-06,1.615824,-0.754883,0.706263,1.447239,-0.805321,1.42235,0.92987,-0.513226,-0.233645,-0.699805,0.472902,0.674369,0.426754,0.635611,1.447322,-0.056973,0.871407,1.029037,1.629867,0.287268,-1.314437,0.155556,-1.297582,-2.102863,-0.349743
2023-11-07,1.473387,1.421416,1.536822,1.279764,0.392159,-1.890053,0.198909,0.390067,-0.451807,0.018027,0.476897,0.307146,-0.505869,0.348408,-0.292928,0.555103,0.314414,0.516197,-0.103411,-0.439151,0.861171,-0.223506,-0.116067,1.00009,-0.415694
2023-11-08,0.29613,0.035221,-0.622508,-0.224608,-0.958808,-0.890795,0.664271,-0.964842,0.512153,0.854688,-1.339028,-0.996441,0.877297,0.423288,0.731166,0.515491,0.420266,1.028206,0.851837,0.167234,-0.274968,0.299577,0.694743,-0.466051,-0.624023
2023-11-09,-0.300614,-0.534619,-0.999858,-0.278114,-1.923759,-1.313296,-1.303426,-0.011835,-0.023552,-1.720208,0.35867,-1.511568,-0.776614,-0.79071,0.727609,0.353758,-0.444379,-1.089174,-1.933844,-1.08312,-0.456114,-1.258079,-1.12016,-4.445963,-0.561356
2023-11-10,1.320864,3.707912,2.207027,1.110121,-0.288184,1.014923,1.913905,-0.542668,0.77022,0.385549,0.395759,-0.080293,0.494939,1.028005,0.403831,2.759888,2.262863,1.757893,1.660611,0.405537,0.294222,-0.136311,-0.205328,2.199683,-0.26295
2023-11-13,-0.548921,-1.309782,0.358949,-0.456296,0.580973,-1.16746,0.235239,0.079365,-0.22116,0.038348,-0.685515,-0.456566,-0.54744,0.054909,-0.04918,0.916613,-0.418231,0.620859,-0.051042,-0.357304,0.060237,-0.728544,-0.312977,3.761596,-0.248304
2023-11-15,0.085168,-2.107185,-2.624779,-0.349285,1.438356,-2.891364,-0.185364,0.129414,0.019949,-0.619529,-0.349433,0.822016,0.878793,0.862184,0.084897,-1.544699,-0.433631,-2.096727,0.503778,0.702989,-0.434225,0.626643,0.632011,1.483557,1.582157
2023-11-16,0.073851,2.244032,1.362571,-1.577491,0.37377,6.017665,1.28707,2.122605,-0.08942,0.443513,-0.319489,2.033758,-0.746689,0.906123,-0.222373,1.463402,1.40447,1.645471,-0.345678,0.408313,-0.008549,1.976649,1.230505,-2.463572,1.391552
2023-11-17,-0.294348,0.819127,1.76643,-2.024835,0.908786,1.12737,-0.507355,-0.323588,1.013421,2.588237,-0.507259,-0.242878,0.0,0.407366,1.934426,1.447344,-1.006392,-0.45634,-2.240478,0.112633,-1.99304,0.131505,-0.004489,0.991381,-0.653268
2023-11-20,0.821527,0.687657,0.689037,0.784915,0.100069,-1.152285,1.914876,0.794713,-0.515535,-1.104776,-0.059652,-0.374482,-0.693418,0.795628,-0.203549,1.516912,1.675557,2.224611,-0.075754,0.034066,-0.044326,0.812033,0.235174,0.666558,1.780264
2023-11-21,-0.40228,-1.144846,-0.006956,0.186876,-1.100367,0.256175,0.498942,-0.673854,-0.069128,0.00998,0.183898,-0.208044,-0.205875,-0.150128,-0.441959,-0.399012,-0.692098,-0.363083,-0.932644,0.54522,-0.795053,-0.26708,0.875184,2.620832,-0.484355
2023-11-22,-0.094004,2.091668,1.480251,0.716446,-0.369874,0.59127,0.741983,0.233678,-0.490128,0.564247,-0.054157,1.503976,0.617845,-0.052149,0.242287,0.67215,-0.039681,-2.278748,-0.104601,0.555787,-0.710543,0.861426,0.877944,-3.234997,-0.559006
2023-11-24,-0.471522,0.229451,0.027272,0.648703,0.848033,-1.226783,-0.970801,-1.486192,0.716541,0.00397,0.857301,-0.563801,-0.725624,-0.032556,0.139344,-0.558608,0.026504,-1.431814,-1.047943,0.096162,-0.284729,-1.063172,-0.265709,0.727271,-1.614907
2023-11-28,0.326691,0.024593,0.03402,0.799569,0.0,1.315566,0.823042,0.572891,-0.42665,-0.837364,-0.366027,-0.090031,-0.627852,0.208845,-0.130976,1.676664,1.149731,-0.860355,2.700551,0.020886,0.150823,0.377478,0.71534,4.242018,-0.037782
2023-11-29,-0.801466,-0.10486,-1.034832,3.212773,1.439091,-0.05467,-1.87541,0.751507,1.646131,0.519508,0.934574,0.585763,0.275227,0.097301,1.106557,-2.204949,-1.279446,-0.494021,-1.790281,-0.303158,0.10563,0.940822,-1.28244,-2.034432,2.072864
2023-11-30,0.057944,-1.982038,0.918763,1.086859,0.926848,-0.141617,-1.865979,0.2917,-0.659591,1.168458,-0.426008,0.130743,-0.206095,0.755276,1.069463,-1.42819,0.110971,-2.61119,1.193877,-0.720341,-0.877578,-0.33862,1.734138,-2.064126,1.49895
2023-12-01,0.478119,1.259595,0.705479,2.719918,1.842104,1.387569,0.0,-0.69094,-0.160472,0.633951,1.148566,-0.520582,2.717513,0.654594,1.939327,-0.202779,-0.597197,0.515847,-0.358513,0.685452,0.837743,0.332854,-0.271506,2.440595,-1.474322
2023-12-04,-0.289506,-0.985386,-0.282274,0.455152,0.949882,0.921664,-0.469665,-0.892596,1.347609,0.981764,2.853585,0.267043,-0.20879,1.262659,0.869103,0.860405,0.010839,-1.230552,2.824429,-1.216329,1.139458,-0.90841,-1.735214,-0.07211,-1.27211
2023-12-05,1.687604,0.80899,2.31975,-0.382662,-0.325946,-1.07941,1.582015,-2.186336,-0.78216,-2.796739,1.092271,-0.808439,-0.714288,0.451486,-0.108468,-0.216315,1.656427,2.419395,-0.074181,-0.051251,2.218303,-0.18089,1.631125,2.073804,-0.748647
2023-12-06,-1.095392,-3.206564,-2.07345,-1.286228,-0.812216,0.502033,-1.080339,0.3434,-0.649999,-0.091443,-1.060158,1.20474,2.059927,-1.592797,1.870872,-1.391601,-1.268946,-3.62597,-0.883437,0.572106,-0.903907,2.024005,-0.087327,-1.461388,2.950215
2023-12-07,0.330527,6.275349,0.499494,-0.125086,0.228832,0.016237,1.399585,-0.225394,0.335382,-1.287684,0.265973,-0.471871,-1.430876,0.063814,-1.08186,2.775595,0.738669,1.960612,-0.99552,-0.119917,0.278691,0.274616,1.085455,0.451251,-0.416667
2023-12-08,0.777554,-0.478613,1.333518,1.375631,0.945546,-1.122377,0.58868,2.333081,1.39532,0.131006,1.64404,1.411181,-2.348079,0.801227,0.042936,2.98988,1.362405,1.955144,-1.951468,-0.328758,0.680332,-0.173412,1.668529,1.485825,0.907359
2023-12-11,0.036245,2.948841,0.157899,-1.107174,-0.22639,-0.44027,0.687406,0.37954,0.057571,-0.73941,0.99295,-0.100671,0.210409,0.365886,0.232392,-1.250757,0.7653,-1.819297,0.380614,0.136405,-0.121951,0.552044,-0.111432,-1.23589,0.142859
2023-12-12,0.844212,4.052931,1.346888,0.982143,-0.0975,0.47459,0.538659,-0.123453,-1.184861,0.11,-0.137643,-0.098135,-0.242183,0.810154,-0.965929,2.963646,0.951867,3.498675,-0.787003,-1.46138,-0.745539,0.910981,-1.803687,-0.645571,0.356549
2023-12-13,1.471121,0.159456,0.486093,-3.056524,4.195125,-0.573299,-0.607286,-0.735856,-0.094945,0.161485,-0.088684,-1.829268,-0.142455,0.336402,1.39728,0.242565,-0.438805,0.963698,-1.151484,0.493392,0.878829,-1.372288,0.483964,2.177715,-0.920787
2023-12-14,0.045448,-0.640794,-1.674111,-1.055287,4.046596,1.434486,-1.079624,1.696619,0.252128,-0.198306,1.115189,2.600104,0.021737,1.334736,0.208706,-0.203682,-1.976911,-0.082664,0.025525,0.413606,-0.375395,1.026171,-1.524543,4.075119,2.573788
2023-12-15,0.020254,-0.265202,1.07157,0.102754,-0.650506,-0.183296,0.744576,4.873421,0.396973,0.115075,-0.59886,3.634153,-0.801037,1.318368,1.538509,0.882564,1.057654,1.444161,1.926491,0.710254,3.224522,5.299044,-0.399722,0.911585,2.407981
2023-12-18,-0.101992,-0.179662,2.331303,-0.745733,-0.83061,0.524645,2.390106,0.969901,-0.301078,0.609095,-0.825277,-0.229598,-0.736264,0.186836,-0.125855,2.115676,0.866147,1.370442,-1.019648,1.017787,0.286086,0.028508,0.524902,-0.66987,-0.168161
2023-12-19,0.397634,1.140208,-0.395078,-0.315897,1.453223,-0.109274,-0.13885,-0.879118,0.175759,1.01181,-0.980009,-0.75154,0.606594,1.475902,0.286619,1.383182,0.476465,0.364196,-0.841583,0.121335,1.063998,-0.749026,-0.005538,1.475464,-1.548473
2023-12-20,-1.051291,-2.539567,-0.510137,-1.047237,-1.198327,-2.039867,-0.453339,-3.033673,-0.060314,-0.600476,-1.501955,-1.830614,-1.742916,-0.857195,-2.467903,0.180698,-1.168001,-3.109453,0.71871,-1.707479,-3.377865,-1.23326,-1.560743,-3.615305,-2.273753
2023-12-21,-0.724127,1.281312,0.352246,-0.769997,-0.12034,-0.800494,0.666709,0.063331,1.792393,0.430719,0.787721,0.969597,0.545661,0.395591,1.005881,0.314461,0.263048,0.366722,-0.637413,1.406808,1.835004,0.831947,1.586218,1.032158,1.18909
2023-12-22,-0.809502,-0.626416,-0.227617,-0.648163,0.662455,-1.666677,0.511473,2.215231,-0.757306,0.640831,-0.862458,1.820911,0.485657,-0.059705,1.575641,-0.615887,0.240846,-0.741941,-0.024511,0.212922,-1.240791,0.631579,1.322628,-1.643565,6.283025
2023-12-26,-0.28924,2.384519,-0.097678,0.279513,1.22571,-2.221163,-0.049433,-0.311064,0.549825,0.355253,0.020098,0.583059,0.087709,0.555352,0.347909,-0.045073,-0.090666,0.63511,1.393646,0.391357,-0.125223,-0.636152,0.596973,0.833031,3.546257
2023-12-27,0.342869,0.93284,-0.143267,0.939731,0.118346,0.178678,-0.861644,0.45038,1.296464,0.862338,0.430882,1.496112,0.02188,0.929455,0.968661,0.494279,0.10169,-0.18986,-1.88544,0.187843,1.217322,0.321136,0.579335,1.19605,0.522948
2023-12-28,-0.28845,1.335144,-0.221179,0.054186,0.177414,-0.224744,-0.390683,0.125797,-0.236942,0.76324,-0.208331,-0.401538,1.509191,0.560967,-0.760224,-0.383654,-0.023975,-0.243745,0.871672,0.608155,0.176859,-0.630233,0.410827,-3.97482,-0.65601
2023-12-29,-0.706547,-1.397991,-0.757677,0.07718,-0.795523,1.328887,0.042969,-0.532581,0.721862,1.14473,-0.741996,0.120046,-0.430944,0.058827,-0.141603,-1.401153,0.010641,-0.584186,-1.418268,-1.001499,-0.534471,0.036917,-1.06727,-2.595065,0.074313
2024-01-02,-0.806837,-3.950649,-1.062426,-0.168932,1.52741,1.447977,-0.274273,-0.977056,0.017655,-1.291539,-1.479438,-0.750322,0.074472,1.768292,-2.46663,-1.431743,-0.799762,-2.185038,0.827853,1.03288,-0.296244,-0.732076,0.250745,-0.663789,-1.841002
2024-01-03,0.016284,-0.287377,-0.489273,0.696606,-0.35662,-0.807932,1.216756,-1.523973,-1.709752,0.290498,-0.066012,-1.970456,1.488572,-0.30839,0.214101,-0.147837,0.430882,0.176897,1.3382,-1.022987,0.641282,-1.997611,-0.403181,-2.665523,-1.72451
2024-01-04,-0.131754,1.273262,-0.70059,1.849504,0.685134,1.925264,-1.46655,-1.186503,0.765791,-0.537108,0.076034,0.514967,-0.749999,0.451245,0.512922,0.760521,-0.736507,0.483603,1.971494,0.334231,0.038911,-0.944147,0.641232,-0.551727,-1.006566
2024-01-05,-0.445086,1.315984,0.380125,1.152131,1.863909,-0.307695,-0.74589,0.547372,-0.293399,0.96532,0.576924,1.712298,-1.136839,0.466556,1.643601,1.429442,-0.330651,1.310301,0.464145,0.184412,-0.472866,1.711562,-0.192217,0.265982,0.340626
2024-01-08,1.905652,4.146475,1.608287,-2.008734,-0.408161,0.768525,1.871013,0.898956,-0.896637,-1.77908,-1.207243,-0.40223,-1.999996,0.0,-1.098867,1.116434,1.459522,5.536026,-0.022937,-0.867812,-2.03125,-1.594474,-1.696285,1.825187,-1.56284
2024-01-09,0.663333,2.267898,2.04948,-1.063311,-0.561794,-0.624523,1.768951,-0.01369,-0.998712,-0.108422,-0.659062,-0.817172,-0.631018,-0.55937,0.807949,0.289001,1.016101,1.410275,-1.968329,-0.75,-1.0443,-0.54044,-1.149332,-1.322915,-1.582969
2024-01-10,0.998099,-1.019534,1.09825,-0.739744,0.298503,-0.459433,0.907801,1.166177,0.788189,-0.100779,1.924459,-0.331154,-0.269078,0.600003,-0.125353,2.859757,1.700453,1.368989,-1.348834,2.836636,-0.488154,0.624663,0.173947,-0.493409,0.476242
2024-01-11,-0.509273,-0.336655,0.090299,1.323068,-0.629494,-0.133467,-0.982649,-1.01333,-0.662651,-1.697676,-0.416956,-2.013252,-0.312436,-0.017612,-1.146521,-0.661057,-0.354921,-0.321828,-1.00467,2.286576,-0.926516,0.310152,-0.759339,-1.452924,-1.483679
2024-01-12,-0.075244,-0.999727,-0.49553,-0.532694,1.705424,-0.298678,-0.014021,2.378741,-0.653756,0.414446,0.874549,3.24904,0.744737,-2.733026,1.818804,1.169761,0.773045,0.164775,4.490173,0.796011,1.571014,0.904367,0.702703,-0.540714,2.296706
2024-01-16,0.806984,5.573294,-0.240992,0.219402,-0.894788,-0.245488,0.345074,-1.988031,0.367605,-0.159329,0.293213,-0.805569,0.961952,1.892406,0.718715,-1.656631,-0.861153,2.479186,0.063847,-1.104335,-0.484371,-0.966913,1.634807,2.236168,-2.020202
2024-01-17,0.777839,1.085517,0.145225,0.027731,0.252207,0.760614,0.084892,3.677633,-2.070064,0.545308,-0.622535,1.231288,-1.01824,-0.149396,0.448662,0.565113,0.384038,-0.521765,-0.064597,0.152626,0.320513,1.71773,0.290658,0.32114,1.525834
2024-01-18,1.364936,-2.123946,0.47784,2.954972,-0.062994,-0.41735,1.006683,-0.599236,-0.525433,-0.856031,1.273162,-0.003047,0.05374,0.179514,0.705723,1.249028,0.54886,-0.267202,1.521408,1.22465,0.399489,0.118012,-1.494195,-2.305422,0.051824
2024-01-19,1.177835,5.084435,0.981599,0.849029,1.320761,-0.55571,1.133066,-0.130576,-2.344031,0.015591,0.796936,0.460158,0.629597,1.647266,1.19345,1.174146,0.735295,2.590151,2.563561,-0.62137,-0.829384,-0.049428,1.827806,1.047667,-0.604511
2024-01-23,0.082037,1.153152,0.755569,-3.255176,0.706821,-3.837938,0.788261,-2.26121,-2.569968,-3.078333,-2.837308,-0.481786,-3.050132,-0.400774,-2.380693,0.150803,0.795956,0.508648,-6.163268,-3.147443,-3.492827,-1.070513,-1.22425,-1.022245,-1.704841
2024-01-24,-0.47078,3.326566,-0.589359,2.353109,-0.151375,-0.685529,0.107718,3.025949,5.480893,2.246646,-2.938456,0.933791,0.760705,0.673122,0.537814,0.17949,0.254019,1.754442,1.450219,0.647833,1.368961,-0.984535,0.102287,-1.911461,1.496813
2024-01-25,-0.537856,-1.679299,0.509718,-1.488658,0.542006,0.428041,1.199432,-1.257962,-1.211702,-1.079518,1.15685,-0.230131,-1.704245,0.365623,-0.17917,0.771453,0.136028,-1.175618,-0.404254,0.753937,-0.929669,-0.77085,-0.005303,-3.726933,-1.683922
2024-01-29,-0.145825,-0.525817,1.204969,2.437259,0.62874,1.498129,0.953569,0.610227,0.455784,1.427382,-0.352939,-0.51347,-1.338019,0.284481,2.885683,1.526621,0.901346,2.013656,4.771784,6.123126,0.638128,0.005261,2.820023,2.855135,0.638298
2024-01-30,-1.518806,-2.310797,-1.05787,-0.561301,2.625367,-2.451171,-0.876961,-1.310123,-0.704685,0.189483,0.192129,-0.661674,-2.00224,1.990397,-2.224193,-0.87465,-0.890218,-0.200323,-2.846005,-3.584024,0.207848,-0.181221,-3.767388,-1.914711,-0.400505
2024-01-31,-1.411463,1.17654,-1.146499,1.865107,-1.619906,0.629029,-2.450905,1.07099,1.601254,1.287757,1.116251,0.767482,0.352274,-1.044266,-1.143466,0.293063,-2.304896,0.141604,0.718708,1.611467,2.250954,0.124633,-1.372365,0.155077,1.195766
2024-02-01,1.559865,0.714829,2.187723,1.081432,-1.119956,-1.785638,-0.67548,0.088834,0.088729,-0.060604,-0.851098,-0.150643,0.203616,0.051829,-2.356322,0.21323,0.485283,1.492757,-2.748871,-0.58188,0.762353,0.893977,-2.957465,0.190982,-1.29829
2024-02-02,3.330371,2.226832,1.548552,-1.930058,0.299677,1.381202,2.240421,-0.066257,-1.955931,-0.985059,-1.263135,1.638602,-1.101125,0.825154,-0.783199,3.34856,1.835022,3.41702,2.9,1.711229,-0.360426,2.354808,-0.621736,1.551022,1.715788
2024-02-05,-0.249801,-2.71372,0.06463,-0.52013,-0.362425,-4.145636,0.602146,-1.867565,-0.079531,-1.806006,0.0978,-0.445496,-0.893668,0.368112,-0.999852,-2.228229,-1.036838,1.622576,1.11518,-1.487248,-0.641317,-0.243534,-1.6856,-1.736675,-0.134574
2024-02-06,1.305792,-3.043598,-0.141688,-1.083322,0.364528,-0.749847,-0.38022,3.687739,-0.100313,0.057739,0.278446,2.531493,-1.954544,0.280629,2.338613,-2.0,-0.096091,-2.020677,2.619175,-0.974437,0.89999,3.477608,0.19988,4.452344,3.084378
2024-02-07,-0.645193,0.867411,0.619544,0.758675,0.362973,1.026955,0.538822,-0.777029,-1.586376,-0.592235,-0.569064,-2.038751,-0.735632,-0.147993,-1.460089,2.530567,1.622321,2.605423,-1.127275,0.433517,3.083736,-1.675899,-0.041923,-0.318839,-1.147819
2024-02-08,-0.564968,-0.575351,0.111997,-3.367535,0.211799,-2.320312,0.05486,0.479708,-1.874317,-1.013597,-3.398105,-0.347469,-3.368298,-0.114284,-2.27073,0.358728,0.01449,-0.617916,0.036626,0.008621,2.814515,1.078242,-1.545161,0.296295,-1.421655
2024-02-09,0.106023,0.865495,2.07724,1.101022,-0.090631,1.132221,1.581679,-0.573172,0.822465,0.29374,2.209641,-0.91114,1.316751,0.005711,-0.350692,-1.02337,1.276337,2.26845,-2.709095,0.464237,3.069704,-0.068889,1.197487,1.78253,-0.091665
2024-02-12,-0.674028,-0.445905,-1.407326,-0.44703,1.878785,-1.503877,-0.599649,1.705305,-0.68946,-1.586164,-1.415286,0.58371,-2.562567,0.577866,-0.914413,0.151646,-1.260222,-0.484845,-1.546104,-0.575049,-2.49311,-0.225177,-0.382051,-2.071728,2.128312
2024-02-13,-0.392965,2.143617,0.542541,1.879163,-1.117147,0.055302,0.151809,-0.561195,0.179604,0.167364,1.371768,0.0921,-0.036865,-0.604616,0.286836,0.711362,0.340792,2.454541,0.581395,0.659565,0.691557,0.582962,-1.304409,0.016305,1.689525
2024-02-14,-0.631348,3.014928,1.046031,3.349658,0.454826,1.259172,-0.095837,1.318382,0.585033,0.123688,1.302563,0.361402,1.366994,0.548347,0.575978,1.143335,0.347975,0.953523,4.205429,1.638079,5.364614,-0.168003,1.115343,1.840261,2.093459
2024-02-15,0.16889,-1.328573,-0.457263,-2.305244,2.2509,-0.400237,-0.258485,-0.920736,2.097476,-0.738911,-0.606145,-0.038761,-2.203386,2.111837,-0.262918,1.84102,-0.387126,-1.639397,2.07988,-0.859541,1.872409,-0.60077,0.751033,5.968489,0.299833
2024-02-16,-0.605169,-2.017471,0.456317,-0.396086,0.501185,-0.46391,-1.727394,-0.450749,-0.280919,0.223635,0.004885,0.748965,-0.098764,-0.322923,2.475077,-1.001857,-0.955975,-2.006747,-0.163541,-1.076891,-1.146113,0.365886,0.202848,-1.044245,3.923445
2024-02-20,-0.126517,-3.184526,-0.446881,2.795087,0.532861,0.770271,1.04539,0.123423,2.777389,1.434539,0.739633,0.014837,-1.059815,0.301352,0.506008,0.432172,-0.111592,-3.467824,0.655029,-0.271182,0.138329,-1.260385,-0.359461,-1.208387,-0.718547
2024-02-21,0.208863,0.952432,-0.207178,-0.882207,1.019185,-1.490426,0.777664,-1.162756,-1.697403,0.124787,-0.458942,-1.102148,-0.8968,0.527923,-1.802258,0.327974,0.502281,-0.78522,-1.105068,-0.427412,1.426408,-0.535759,0.117743,0.729212,-2.705729
2024-02-22,0.485066,5.000002,0.854995,0.972207,0.719214,-0.240618,-0.579588,2.579077,0.126965,-1.330412,0.634465,0.981981,1.855495,0.687493,1.623867,1.226473,0.355931,4.68244,0.310391,0.926334,-0.918496,2.923699,-0.651522,1.757734,1.578041
2024-02-23,-1.345868,-2.936323,0.407394,-0.200178,0.563293,0.357349,0.201857,-1.841485,-0.137083,0.232361,-0.81308,-1.187391,-1.081986,0.097932,0.719434,-0.823684,-1.282271,-2.442133,-0.982169,0.276939,-0.894377,-1.886196,0.543299,-1.7101,0.214958
2024-02-26,-0.592626,-1.549393,-0.552078,-0.754493,-0.532703,-0.698802,-3.215134,-0.957524,0.619009,0.549952,0.104451,-0.883604,-0.462172,-0.212245,2.063232,-0.357832,-0.952701,-0.762853,-0.753949,-0.416799,0.51656,-0.865955,-1.829268,3.697541,-0.624704
2024-02-27,0.844836,1.182357,-0.310207,-0.240371,1.630594,-1.127277,0.623099,0.594303,0.466908,0.051996,0.899353,0.156531,0.280482,0.076373,0.905035,1.472973,-0.124998,-0.856629,0.484991,0.177003,-1.192522,2.635656,0.657027,-2.11233,-0.477526
2024-02-28,-0.597226,0.164535,0.417537,-0.297018,0.263005,-1.11534,-1.10224,-0.768903,-0.756962,0.43341,-1.580437,0.07485,-0.693174,0.517915,-0.992869,-0.202064,-0.112693,0.055397,-1.574074,-1.84592,-0.980193,0.570126,-1.649796,0.8083,-2.320752
2024-02-29,-0.286867,7.068174,2.167505,0.382818,0.553448,-0.05617,0.859563,1.321435,0.092722,-0.523709,0.877226,0.534536,-0.66015,0.215444,-0.213772,0.346,1.223571,0.022755,-0.150941,-0.286686,0.564585,-0.095143,0.812193,-1.126451,0.251302
2024-03-01,0.061265,2.389973,0.831684,2.160781,-0.521287,0.916809,-0.931874,-1.871138,2.196429,-0.299965,3.023699,-0.856803,0.14673,-0.220788,3.765371,2.070676,1.028524,2.848749,1.519695,1.955928,2.280588,-0.312868,3.743799,1.057249,-0.631709
